question_id	question_text
1156	How is Amnesty International funded?
3063	How is humid subtropical in Africa?
1673	How did Brown v. Board of Education affect the African-American Civil Rights Movement (1954-1968)?
1418	What can students expect from the admissions process?
2259	How did the Pacific originally facilitate trade?
1666	Why did humans use selective breeding?
2886	What kind of impacts do rapid environmental changes have on biodiversity?
1892	How were Swiss banks involved in the American quest for Kazakh oil rights?
3011	How did Birmingham develop into a significant urban and commercial center in 1166?
285	Why did the Spaniards try to convert natives?
2112	What characterized the neolithic period in North Africa?
2386	How has Arizona voted since 1952?
805	How is a tournament played in the playoffs?
2224	How does christin communism effect communism?
1790	Why did Wales break it's independence from the Kingdom?
3723	What is Sikhism based on?
2836	How did the beginning of racing shape into Formula One?
1774	What happened to the OEEC?
1844	What Were The Other Issues Debated During That Particular Political Seasion Of The 57th Quadrennial American Presidential Election?
970	What happens when a Pope dies?
3202	How was classical antiquity revived and combined with early Christianity?
3475	What is the extent of the religious diversity in the Caucasus region?
628	How does condom use affect transmission of HIV?
2184	What disastrous event possibly occurred during prehistory, leading to the creation of the Black Sea?
81	What role did the Semetic languages play in the development of Arabic?
2032	What was the significance of native tribes in Michigan?
2035	What is the Republican Party's role in Michigan?
2134	What do engineers apply their knowledge to?
675	Why is German prevalent in south Australia ?
2523	In terms of tectonics, why is the West bank of the dead sea so different from the East?
1948	How do universities confer Latin honors upon graduation?
2689	What is Halakha and where does it come from?
560	Why was the Marshall Plan implemented?
1069	In what ways is English used globally?
39	What recent changes have occurred in sea levels?
3175	What efforts has the government taken to increase the prominence of the Welsh language?
3424	What key principles does the Church of England's doctrine contain?
459	How does a presidential system combine two separate roles from the parliamentary system?
535	Was kenya  ever in a  state of  emergency?
3545	What major events define the history of Budapest?
3562	How is the International Space Station designed?
1345	How has religious conflict marked the existence of Northern Ireland?
3589	How is Maryland protected from tropical storms?
190	Britain's first live public broadcast took place?
887	How is Mexico's military structured?
1038	What happened during the Korean war?
254	Describe the human travesties that have been recently taking place in the Mediterranean?
1597	How are nominations made for the Nobel Prize in Literature?
4115	How has Japan's current legal system changed since ancient times?
3184	What are the characteristics of Malaysia's standing in international relations?
170	How did the USSR respond to the Marshall Plan?
1166	Why is NBC referred to as the Peacock Network?
1138	What are the human rights issues of Tunisia?
4085	How are aircraft carriers sized and structured?
3633	How did Microsoft come to have a footing in Internet access, namely with Internet Explorer?
2131	"What is the origin of the word ""engineering""?"
1924	Why is DC looking to open new public transportation?
1805	How did Finland's modern boundaries arise?
919	What is Peronism?
267	How do exchange rates effect the PPP?
751	How does Anglicanism connect to modern Christianity?
788	How is a consul different from an ambassador?
2244	How did Pakistan come to be known as Pakistan?
1118	How did Einstein become employed by a patent office?
765	What influence did the American revolution have on Venezuela?
3824	Why is Brussels such a major center for international politics and home to numerous international organizations, politicians, diplomats, and civil servants?
2903	What measures were taken against civil rights for blacks in 19th century Oregon?
681	What is the structure of an opera?
1240	How did Darwin's Origin of Species influence thinking on the development of species?
1180	How does the country maintain peaceful relations with other countries?
1656	What is the origin of the name dollar?
1255	What factors does a government consider when defining a poverty threshold?
3404	Why was the Berlin Conference important?
2404	What characterizes a member of parliament in Ireland?
924	How does this idea of public universities apply in the United  States?
2323	How was DC designed?
3035	What is the focus of historical Marxism?
3815	Why is it thought that London's earliest settlements were near the river Thames?
206	What was Europe's role in building Caribbean regionalism?
3532	What is the etymology of Madagascar?
1823	Why was the Income Tax Act of 1842 reinstated in Great Britain and Ireland?
2237	How did the Six Day War affect Jerusalem?
2870	Why did the Black Death spread so rapidly in the 1300s and 1400s?
1169	How did the late 1960s bring big changes to programming practices of major TV networks?
